Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Male,17,ogun,UTME,66,64,50,69,60,58,75,58,57,50,48,52,,66,,66,52,58,,,,62,,,,,66,52,60,56,46,,,,62,47,59,61,68,71,65,40,62,56,44,55,,,,,,,,,,,,,,,,,,,,60,57,40,51,48,,72,78,64,65,47,50,50,68,45,62,,,54,57,64,75,48,,,,,,,,,,,,,,,,,,66,60,,53,92,53,63,46,96,54,53,56,65,52,,,,,,,,,,,,,,,,,63,3.287581699,Second Class Lower
Female,18,ondo,UTME,65,58,46,81,65,66,66,60,63,67,70,75,,71,,68,70,62,,,,40,,,,,88,62,65,64,60,,,,61,54,60,57,41,85,71,60,66,86,64,67,,,,,,,,,,,,,,,,,,,,60,52,64,71,45,,65,72,43,65,63,66,46,60,45,70,55,,60,,61,77,60,,,,,,,,,,,,,,,,,,80,62,,63,86,52,77,53,77,47,83,66,72,63,,,,,,,,,,,,,,,,,65,3.803921569,Second Class Upper
Male,25,kwara,UTME,62,58,60,66,53,70,57,59,62,53,40,51,,49,,68,52,66,,,,55,,,,,80,72,43,60,76,,,,62,58,56,60,56,63,60,50,50,48,40,54,,,,,,,,,,,,,,,,,,,,72,72,50,51,44,57,63,64,64,65,55,66,41,61,,61,,,60,68,55,66,60,,,,,,,,,,,,,,,,,,60,61,,63,89,53,63,50,90,57,65,58,68,60,,,,,,,,,,,,,,,,,63,3.348387097,Second Class Lower
Male,27,ondo,Direct,61,,,,,,,,,,,40,,43,,,,,,,,,,,,,51,42,56,40,51,,,,51,47,55,45,60,58,61,48,40,41,44,41,,,,,,,,,,,,,,,,,,,,46,,48,46,,,53,41,50,65,40,48,41,70,52,51,,,55,55,53,51,44,,,,,,,,,,,,,,,,,,40,60,,43,64,42,55,58,76,61,61,40,56,44,,,,,,,,,,,,,,,,,60,0.760233918,Third Class
Male,20,osun,UTME,70,58,54,86,66,73,66,70,63,52,77,50,,63,,58,48,62,,,,,,,,,72,60,71,71,56,,,,71,75,70,62,60,71,62,60,53,71,42,74,,,,,,,,,,,,,,,,,,,,61,72,68,70,,,61,72,63,66,44,62,65,70,58,66,65,,65,65,78,65,68,,,,,,,,,,,,,,,,,,,,,64,66,75,75,68,67,62,77,53,91,85,,,,,,,,,,,,,,,,,61,4.122580645,Second Class Upper
Male,19,osun,UTME,70,,,,,,,,,,,49,,58,,54,58,52,,,,70,,,,,78,68,53,72,46,,,,65,43,61,58,64,69,61,47,58,62,40,50,,,,,,,,,,,,,,,,,,,,63,51,50,54,50,,74,86,55,65,66,52,45,60,50,64,50,54,58,,52,72,52,,,,,,,,,,,,,,,,,,56,64,,57,67,60,79,57,92,67,88,56,72,65,,,,,,,,,,,,,,,,,68,3.171597633,Second Class Lower
Female,18,kwara,UTME,66,74,54,65,53,70,75,65,60,51,65,51,,54,,50,62,52,,,,52,,,,,60,44,54,86,64,,,,63,45,56,54,71,88,47,59,74,56,40,52,,,,,,,,,,,,,,,,,,,,57,51,52,52,51,,61,74,64,65,51,58,54,77,61,61,44,,40,,72,66,60,,,,,,,,,,,,,,,,,,53,60,,61,95,60,66,45,89,45,60,54,61,43,,,,,,,,,,,,,,,,,64,3.443708609,Second Class Lower
Male,,kwara,UTME,64,40,46,70,60,60,54,54,26,40,40,50,,50,,50,44,48,,,,42,,,,46,60,44,54,86,64,,,,63,45,56,54,71,88,47,59,74,56,40,41,,,,,,,,,,,,,,,,,,,,60,46,40,79,68,,61,67,58,64,42,86,44,65,42,64,,,58,64,45,59,52,,,,,,,,,,,,,,,,,,80,65,,63,96,58,93,52,90,56,82,72,58,65,,,,,,,,,,,,,,,,,65,2.987261146,Second Class Lower
Female,17,kwara,UTME,64,65,47,60,72,67,67,51,55,52,46,61,,62,,58,50,46,,,,61,,,,,58,68,56,50,52,,,,66,53,54,57,65,74,65,65,44,72,48,52,,,,,,,,,,,,,,,,,,,,60,60,40,52,48,,64,70,50,63,53,64,50,61,43,65,50,,55,,60,68,66,,,,,,,,,,,,,,,,,,56,60,,65,65,50,67,51,72,58,62,56,51,65,,,,,,,,,,,,,,,,,68,3.352941176,Second Class Lower
Male,20,ekiti,UTME,51,52,56,69,60,61,31,53,57,45,52,58,,58,,58,66,58,,,,,,,,,62,62,43,46,56,,,,62,49,60,60,64,76,65,40,46,68,46,47,,,,,,,,,,,,,,,,,,,,,40,40,42,43,,60,48,58,64,47,58,,54,,55,50,,58,,51,40,50,,,,,,,,,,,,,,,,,,56,60,,48,93,40,56,15,81,,80,60,65,50,,,,,,,,,,,,,,,,,61,2.512658228,Second Class Lower
Male,21,oyo,UTME,65,82,54,71,75,70,62,55,59,53,60,55,,75,,72,44,62,,,,68,,,,,92,72,62,56,50,,,,70,72,67,66,74,76,73,54,72,78,54,67,,,,,,,,,,,,,,,,,,,,63,66,64,66,52,,76,80,70,67,61,76,62,60,64,71,,,65,70,63,88,60,,,,,,,,,,,,,,,,,,60,66,,68,93,78,67,60,96,60,62,74,65,74,,,,,,,,,,,,,,,,,66,4.222222222,Second Class Upper
Female,25,ondo,Direct,58,,,,,,,,,,,45,,45,,,,,,,,,,,,,63,52,55,40,60,,,,67,62,73,50,65,49,45,47,43,59,40,68,,,,,,,,,,,,,,,,,,,,58,71,40,47,,,47,55,60,65,46,88,55,60,54,47,,,62,,60,52,40,,,,,,,,,,,,,,,,,,50,,,56,54,53,51,51,51,65,55,54,51,42,,,,,,,,,,,,,,,,,64,2.671428571,Second Class Lower
Male,17,lagos,UTME,68,,,,,,,,,,,58,,70,,61,50,55,,,,64,,,,,80,50,52,46,60,,,,60,52,53,61,60,64,41,40,60,64,40,62,,,,,,,,,,,,,,,,,,,,51,62,40,69,50,,60,40,60,71,47,54,,53,,57,60,,62,56,42,52,68,,,,,,,,,,,,,,,,,,70,60,,50,61,60,40,52,57,60,41,46,51,62,,,,,,,,,,,,,,,,,60,2.595505618,Second Class Lower
Male,26,osun,UTME,66,,,,,,,,,,,57,,51,,60,53,54,,,,55,,,,,94,64,48,40,42,,,,55,55,65,58,62,75,67,46,60,70,54,49,,,,,,,,,,,,,,,,,,,,62,46,44,58,46,,58,74,62,67,54,62,53,66,58,58,56,,60,,40,53,62,,,,,,,,,,,,,,,,,,66,58,,53,84,61,48,50,86,56,47,66,69,63,,,,,,,,,,,,,,,,,64,2.845714286,Second Class Lower
Male,18,kogi,UTME,65,,,,,,,,,,,52,,50,,98,72,82,,,,46,,,,,74,46,60,96,64,,,,65,56,61,55,63,87,67,40,78,62,58,63,,,,,,,,,,,,,,,,,,,,56,56,58,75,44,,70,76,71,64,43,94,47,63,56,60,,,60,64,61,52,42,,,,,,,,,,,,,,,,,,60,61,,61,93,64,81,42,96,67,84,94,53,57,,,,,,,,,,,,,,,,,67,3.213017751,Second Class Lower
Male,,kwara,UTME,62,,,,,,,,,,,50,,42,,66,82,48,,,,55,,,,,70,70,54,52,44,,,,60,52,61,50,69,75,72,40,62,60,56,53,,,,,,,,,,,,,,,,,,,,60,57,42,64,51,,63,67,41,66,58,64,50,60,65,65,53,51,60,,51,80,62,,,,,,,,,,,,,,,,,,76,62,,68,81,60,63,45,91,62,70,64,54,62,,,,,,,,,,,,,,,,,62,3.175438596,Second Class Lower
Male,19,kogi,UTME,70,,,,,,,,,,,60,,68,,70,68,50,,,,60,,,,,94,70,64,70,50,,,,67,69,62,62,62,81,51,67,44,72,60,63,,,,,,,,,,,,,,,,,,,,60,57,56,63,58,,73,73,60,65,57,64,50,56,60,60,,,45,65,68,82,52,,,,,,,,,,,,,,,,,,76,61,,62,92,65,64,55,91,70,70,66,62,62,,,,,,,,,,,,,,,,,62,3.50877193,Second Class Upper
Male,19,imo,UTME,60,,,,,,,,,,,53,,44,,80,61,78,,,,42,,,,,78,46,46,78,54,,,,66,50,63,61,71,84,63,63,78,46,44,57,,,,,,,,,,,,,,,,,,,,63,57,43,71,40,,67,,60,68,42,76,47,61,52,53,,50,47,66,62,61,66,,,,,,,,,,,,,,,,,,70,56,,53,78,52,85,57,87,56,67,72,53,56,,,,,,,,,,,,,,,,,63,2.976744186,Second Class Lower
Male,23,osun,UTME,50,,,,,,,,,,,63,,59,,80,63,68,,,,52,,,,,86,58,55,54,40,,,,60,58,63,58,66,75,56,62,60,80,58,64,,,,,,,,,,,,,,,,,,,,63,51,58,64,47,,68,77,61,66,45,62,57,61,43,65,,,63,64,74,71,62,,,,,,,,,,,,,,,,,,66,67,,62,93,65,71,51,91,58,69,74,62,65,,,,,,,,,,,,,,,,,64,3.30994152,Second Class Lower
Male,22,kwara,UTME,50,,,,,,,,,,,51,,52,,62,62,58,,,,58,,,,,86,64,50,50,58,,,,61,62,60,58,63,77,74,60,64,74,52,51,,,,,,,,,,,,,,,,,,,,53,64,42,63,58,,71,66,70,65,57,74,65,58,63,60,,,45,78,62,64,60,,,,,,,,,,,,,,,,,,56,53,,62,94,53,78,47,88,58,67,60,68,56,,,,,,,,,,,,,,,,,67,3.132947977,Second Class Lower
Male,19,kogi,UTME,60,,,,,,,,,,,52,,57,,,,,,,,62,,,,,88,64,60,52,40,,,,64,57,63,65,63,73,71,59,64,74,42,62,,,,,,,,,,,,,,,,,,,,68,64,40,44,42,,63,68,71,65,49,44,,60,42,62,52,42,55,,60,68,42,,,,,,,,,,,,,,,,,,70,62,,60,77,52,57,48,76,71,60,66,65,55,,,,,,,,,,,,,,,,,65,3.165644172,Second Class Lower
Male,,kwara,UTME,60,,,,,,,,,,,55,,43,,50,50,42,,,,45,,,,,64,46,45,52,40,,,,57,40,60,55,60,71,68,48,66,60,60,40,,,,,,,,,,,,,,,,,,,,63,44,46,55,40,,46,67,60,66,40,52,46,62,40,63,,,50,52,45,66,44,,,,,,,,,,,,,,,,,,76,58,,63,58,54,69,48,76,57,48,50,57,63,,,,,,,,,,,,,,,,,55,2.406976744,Second Class Lower
Female,17,kogi,Direct,60,,,,,,,,,,,54,,63,,64,63,56,,,,,,,,,64,44,60,48,58,,,,63,70,66,58,67,70,45,64,50,64,53,62,,,,,,,,,,,,,,,,,,,,58,,60,58,,,54,67,53,66,46,50,55,70,54,60,55,,62,65,63,62,47,,,,,,,,,,,,,,,,,,,,,62,70,60,55,60,67,63,72,54,80,56,,,,,,,,,,,,,,,,,65,3.58778626,Second Class Upper
Female,19,oyo,UTME,56,84,61,78,58,67,66,75,74,70,70,62,,56,,68,48,72,,,,71,,,,,82,65,62,62,64,,,,54,55,67,71,67,64,60,72,55,68,54,63,,,,,,,,,,,,,,,,,,,,68,70,46,84,54,,57,58,54,65,69,59,,58,,62,60,61,57,,66,57,60,,,,,,,,,,,,,,,,,,66,52,,56,71,65,40,60,64,61,55,63,68,70,,,,,,,,,,,,,,,,,65,3.82781457,Second Class Upper
Female,17,kwara,UTME,67,98,60,76,70,70,57,55,73,63,57,40,,82,,66,58,76,,,,67,,,,,82,73,61,55,63,,,,70,54,66,66,65,69,60,63,53,72,46,65,,,,,,,,,,,,,,,,,,,,60,70,40,72,55,,62,56,60,66,68,57,,72,,58,58,53,52,,66,67,72,,,,,,,,,,,,,,,,,,60,61,,60,70,61,52,54,60,62,49,57,64,70,,,,,,,,,,,,,,,,,68,3.847682119,Second Class Upper
Female,18,kwara,UTME,60,86,61,50,66,62,64,67,68,63,62,56,,46,,50,43,64,,,,75,,,,,82,70,58,51,62,,,,62,56,70,60,68,60,52,64,60,50,46,58,,,,,,,,,,,,,,,,,,,,66,61,40,59,55,,62,70,60,65,48,51,,52,,57,61,55,52,,76,62,52,,,,,,,,,,,,,,,,,,66,66,,58,62,70,42,50,60,65,54,54,56,86,,,,,,,,,,,,,,,,,67,3.522580645,Second Class Upper
Male,22,kwara,UTME,71,94,57,74,65,71,61,70,65,71,61,60,,64,,84,66,56,,,,65,,,,,82,70,67,60,63,,,,71,55,63,68,62,65,54,50,56,60,60,62,,,,,,,,,,,,,,,,,,,,60,73,47,75,56,67,58,65,64,60,56,80,,62,70,60,,61,42,58,75,76,56,,,,,,,,,,,,,,,,,,45,67,,66,79,56,44,57,58,55,49,64,63,73,,,,,,,,,,,,,,,,,66,3.851612903,Second Class Upper
Male,19,kwara,UTME,60,84,64,60,60,66,63,60,71,67,61,50,,64,,86,56,70,,,,71,,,,,80,80,45,69,60,,,,60,55,63,66,65,68,45,65,56,56,64,64,,,,,,,,,,,,,,,,,,,,60,76,47,80,55,,57,68,57,60,67,83,,52,,70,72,64,67,,61,74,48,,,,,,,,,,,,,,,,,,66,64,,67,67,67,48,57,69,67,69,64,68,60,,,,,,,,,,,,,,,,,65,3.875816993,Second Class Upper
Male,19,osun,UTME,57,88,67,88,51,63,60,66,66,69,67,68,,58,,84,61,70,,,,67,,,,,84,68,56,52,62,,,,55,52,63,65,65,70,64,70,60,74,68,67,,,,,,,,,,,,,,,,,,,,62,60,62,77,61,,58,73,54,63,50,77,,64,31,60,64,66,50,,57,73,64,,,,,,,,,,,,,,,,,,85,58,,70,73,74,54,65,68,62,53,59,66,60,,,,,,,,,,,,,,,,,58,3.877419355,Second Class Upper
Female,18,kwara,UTME,65,80,62,74,71,71,55,64,71,56,70,40,,68,,94,57,74,,,,68,,,,,83,73,65,56,62,,,,68,54,61,67,62,57,48,43,56,52,42,50,,,,,,,,,,,,,,,,,,,,66,64,52,78,51,,63,68,58,65,48,84,,66,41,61,,61,60,,60,69,48,,,,,,,,,,,,,,,,,,45,70,,51,83,67,60,30,67,65,61,59,60,70,,,,,,,,,,,,,,,,,62,3.673202614,Second Class Upper
Male,23,oyo,UTME,52,88,58,72,49,67,53,67,65,66,57,52,,68,,64,45,52,,,,75,,,,,83,68,55,55,62,,,,61,53,61,62,70,65,51,72,55,62,54,63,,,,,,,,,,,,,,,,,,,,61,67,46,81,50,,57,71,60,61,69,78,,45,,60,60,68,40,,68,72,54,,,,,,,,,,,,,,,,,,66,61,,54,75,59,40,45,59,50,57,49,62,81,,,,,,,,,,,,,,,,,64,3.581699346,Second Class Upper
Male,17,oyo,UTME,65,88,72,86,74,68,52,67,61,68,70,66,,72,,76,60,60,,,,67,,,,,88,73,66,67,70,,,,80,63,72,70,64,78,65,70,64,80,64,72,,,,,,,,,,,,,,,,,,,,61,73,47,73,58,57,58,77,61,61,67,85,,67,,60,,70,40,58,75,67,70,,,,,,,,,,,,,,,,,,60,60,,66,86,75,66,56,69,55,46,60,64,60,,,,,,,,,,,,,,,,,63,4.174193548,Second Class Upper
Female,17,kwara,UTME,48,80,62,70,69,62,60,68,71,50,60,48,,70,,86,64,62,,,,65,,,,,80,62,65,65,60,,,,63,50,56,67,61,60,50,63,58,66,40,40,,,,,,,,,,,,,,,,,,,,58,62,56,71,56,,57,67,65,61,61,73,,52,64,60,,62,60,,70,74,50,,,,,,,,,,,,,,,,,,76,56,,55,81,67,56,54,61,66,60,79,65,71,,,,,,,,,,,,,,,,,65,3.764705882,Second Class Upper
Female,17,cross river,UTME,67,86,70,80,62,77,57,68,71,52,62,76,,72,,88,65,64,,,,72,,,,,84,60,71,63,65,,,,70,50,65,61,65,73,62,63,58,70,52,71,,,,,,,,,,,,,,,,,,,,60,66,58,83,60,,55,68,64,62,60,79,,57,76,62,,66,72,,72,70,70,,,,,,,,,,,,,,,,,,76,64,,57,85,72,48,50,66,66,48,60,70,71,,,,,,,,,,,,,,,,,66,4.14379085,Second Class Upper
Male,18,delta,UTME,61,92,63,70,59,73,61,62,56,61,58,58,,72,,64,56,60,,,,75,,,,,78,80,50,67,64,,,,60,54,66,67,61,63,48,52,60,62,52,64,,,,,,,,,,,,,,,,,,,,61,50,48,72,52,,62,57,56,60,51,63,,40,67,58,,63,40,,65,76,52,,,,,,,,,,,,,,,,,,56,58,,50,74,71,46,71,69,63,63,55,66,70,,,,,,,,,,,,,,,,,63,3.718954248,Second Class Upper
Male,16,kogi,UTME,62,84,60,78,68,66,54,70,66,66,70,52,,68,,54,47,52,,,,64,,,,,81,61,65,57,65,,,,61,56,65,63,61,67,65,51,64,68,40,56,,,,,,,,,,,,,,,,,,,,65,61,40,59,55,55,63,71,58,60,41,64,,67,74,58,,62,42,61,64,61,54,,,,,,,,,,,,,,,,,,76,58,,72,65,74,44,51,53,60,53,44,53,81,,,,,,,,,,,,,,,,,68,3.529032258,Second Class Upper
Male,20,kwara,UTME,75,86,63,62,67,66,53,53,70,64,59,56,,66,,94,52,50,,,,73,,,,,65,77,72,47,62,,,,68,48,70,66,61,72,56,65,62,48,46,50,,,,,,,,,,,,,,,,,,,,60,80,40,66,57,,60,60,61,61,64,82,,45,,73,60,66,65,,68,67,54,,,,,,,,,,,,,,,,,,70,68,,61,67,66,40,50,52,67,54,50,55,75,,,,,,,,,,,,,,,,,70,3.712418301,Second Class Upper
Male,19,kogi,UTME,60,90,51,82,57,70,55,57,70,67,64,74,,74,,84,62,76,,,,74,,,,,71,86,45,70,52,,,,78,70,68,67,62,78,51,57,55,70,64,81,,,,,,,,,,,,,,,,,,,,63,65,49,75,45,,57,71,60,61,83,87,,50,,64,70,68,57,58,68,63,68,,,,,,,,,,,,,,,,,,96,54,,54,86,67,72,47,71,60,70,62,75,50,,,,,,,,,,,,,,,,,60,4.04516129,Second Class Upper
Female,18,kwara,UTME,62,78,53,68,54,70,64,62,65,56,64,68,,54,,60,56,68,,,,70,,,,,70,62,60,65,67,,,,63,53,68,65,62,64,50,61,60,80,40,69,,,,,,,,,,,,,,,,,,,,60,72,41,71,60,,57,60,60,60,42,63,,53,,70,73,57,52,,65,72,60,,,,,,,,,,,,,,,,,,70,60,,61,57,64,40,40,53,53,54,51,51,60,,,,,,,,,,,,,,,,,70,3.660130719,Second Class Upper
Male,18,osun,UTME,71,92,60,66,63,70,70,60,70,52,65,56,,60,,94,48,50,,,,57,,,,,80,55,59,44,60,,,,53,46,61,51,64,70,66,68,56,48,40,55,,,,,,,,,,,,,,,,,,,,64,68,42,70,55,,56,62,51,60,63,72,,53,60,60,,56,60,,67,54,58,,,,,,,,,,,,,,,,,,70,64,,60,62,68,40,50,58,65,50,58,68,70,,,,,,,,,,,,,,,,,70,3.555555556,Second Class Upper
Male,22,oyo,UTME,53,92,70,68,61,68,70,71,70,65,61,42,,70,,92,70,60,,,,60,,,,,90,86,52,63,66,,,,70,61,62,62,62,63,73,58,57,72,62,54,,,,,,,,,,,,,,,,,,,,63,73,47,66,54,,58,63,70,61,58,91,,43,,51,66,66,57,,70,76,58,,,,,,,,,,,,,,,,,,70,64,,62,79,68,44,50,59,60,63,64,58,52,,,,,,,,,,,,,,,,,68,3.843137255,Second Class Upper
Male,17,kwara,UTME,71,96,60,70,70,67,74,72,70,62,57,68,,66,,64,42,68,,,,70,,,,,78,70,66,43,67,,,,70,65,61,68,66,67,62,66,62,68,40,60,,,,,,,,,,,,,,,,,,,,67,60,41,75,61,,57,50,63,63,48,91,62,42,,63,,,42,,77,76,44,,,,,,,,,,,,,,,,,,66,70,,48,72,66,40,51,68,65,59,62,59,71,,,,,,,,,,,,,,,,,64,3.741721854,Second Class Upper
Male,22,kwara,UTME,50,92,58,58,49,68,65,68,62,69,63,66,,72,,74,47,60,,,,66,,,,,66,65,51,55,40,,,,62,73,63,62,61,63,42,58,54,56,56,44,,,,,,,,,,,,,,,,,,,,72,65,49,64,54,,58,63,63,61,74,80,,40,,62,68,63,47,47,72,55,56,,,,,,,,,,,,,,,,,,70,56,,60,72,74,42,46,63,62,71,54,62,54,,,,,,,,,,,,,,,,,66,3.541935484,Second Class Upper
Male,17,osun,UTME,57,88,65,72,41,66,68,72,70,58,61,62,,76,,98,45,56,,,,65,,,,,82,82,63,61,54,,,,65,60,62,64,61,75,75,58,54,68,40,58,,,,,,,,,,,,,,,,,,,,58,79,50,79,53,,55,71,55,65,80,88,,50,,63,63,67,50,,61,81,68,,,,,,,,,,,,,,,,,,85,64,,62,75,63,54,60,69,53,59,61,66,66,,,,,,,,,,,,,,,,,63,3.823529412,Second Class Upper
Male,18,oyo,UTME,51,96,55,46,52,71,54,60,67,71,63,56,,70,,84,63,72,,,,71,,,,,75,81,57,71,60,,,,66,55,60,64,63,66,41,51,65,72,58,55,,,,,,,,,,,,,,,,,,,,61,62,44,74,62,,58,52,63,65,74,73,,55,,67,78,71,50,59,72,79,54,,,,,,,,,,,,,,,,,,70,61,,65,77,74,54,78,68,65,80,55,62,73,,,,,,,,,,,,,,,,,67,3.941935484,Second Class Upper
Female,19,oyo,UTME,56,88,61,68,58,70,64,75,75,68,70,72,,90,,74,60,64,,,,67,,,,,92,67,59,71,50,,,,76,56,54,63,67,74,50,45,60,68,42,70,,,,,,,,,,,,,,,,,,,,68,58,43,76,60,,61,60,63,65,77,63,,45,,68,58,66,52,,73,63,62,,,,,,,,,,,,,,,,,,70,62,,65,74,66,50,50,67,55,63,74,66,81,,,,,,,,,,,,,,,,,67,3.901960784,Second Class Upper
Male,19,ogun,UTME,71,92,63,68,57,72,66,67,66,54,70,74,,80,,56,74,70,,,,61,,,,,84,81,61,68,65,,,,70,54,65,60,62,76,60,60,60,74,44,71,,,,,,,,,,,,,,,,,,,,62,70,51,84,43,,57,70,60,67,69,68,,57,,70,71,67,60,,65,82,74,,,,,,,,,,,,,,,,,,60,63,,71,82,73,46,57,74,50,66,62,75,71,,,,,,,,,,,,,,,,,70,4.183006536,Second Class Upper
Male,23,osun,UTME,56,86,61,76,64,63,65,68,63,50,45,58,,62,,62,51,50,,,,60,,,,,90,60,61,49,62,,,,68,56,70,64,62,71,67,70,60,74,60,67,,,,,,,,,,,,,,,,,,,,58,60,47,70,52,,56,66,60,59,55,57,,56,54,62,57,55,50,,61,50,58,,,,,,,,,,,,,,,,,,90,63,,65,68,69,40,41,68,55,68,51,66,63,,,,,,,,,,,,,,,,,68,3.6,Second Class Upper
Male,28,kwara,UTME,64,98,64,86,70,72,65,67,70,77,75,84,,92,,70,71,82,,,,70,,,,,82,75,61,72,60,,,,74,60,66,70,61,76,67,74,63,86,70,83,,,,,,,,,,,,,,,,,,,,61,85,46,76,60,,61,78,58,67,72,87,,65,78,64,,64,52,,61,74,66,,,,,,,,,,,,,,,,,,66,55,,62,68,58,54,57,75,65,68,69,72,62,,,,,,,,,,,,,,,,,68,4.331125828,Second Class Upper
Male,19,kwara,UTME,70,94,63,76,72,68,64,66,64,74,60,60,,90,,94,51,58,,,,70,,,,,81,75,60,60,62,,,,68,55,63,62,70,63,55,61,55,68,52,45,,,,,,,,,,,,,,,,,,,,62,68,41,80,55,,61,57,61,64,70,80,,47,,56,,,52,61,50,48,66,,,,,,,,,,,,,,,,,,80,58,,71,73,66,50,43,65,60,76,52,65,61,,,,,,,,,,,,,,,,,65,3.703225806,Second Class Upper
Male,24,kwara,UTME,55,94,61,76,61,65,68,70,70,61,76,72,,78,,98,76,72,,,,66,,,,,86,86,70,71,57,,,,68,70,70,70,70,81,40,50,55,82,70,76,,,,,,,,,,,,,,,,,,,,52,74,53,82,43,,65,77,50,62,66,77,,46,,58,,67,62,,60,79,70,,,,,,,,,,,,,,,,,,85,77,,70,90,77,60,50,83,65,81,74,80,61,,,,,,,,,,,,,,,,,65,4.304635762,Second Class Upper
Female,19,oyo,UTME,56,84,61,78,58,67,66,75,74,70,70,62,,56,,68,48,72,,,,71,,,,,82,65,62,62,64,,,,54,55,67,71,67,64,60,72,55,68,54,63,,,,,,,,,,,,,,,,,,,,68,70,46,84,54,,57,58,54,65,69,59,,58,,62,60,61,57,,66,57,60,,,,,,,,,,,,,,,,,,66,52,,56,71,65,40,60,64,61,55,63,68,70,,,,,,,,,,,,,,,,,65,3.82781457,Second Class Upper
Female,17,kwara,UTME,67,98,60,76,70,70,57,55,73,63,57,40,,82,,66,58,76,,,,67,,,,,82,73,61,55,63,,,,70,54,66,66,65,69,60,63,53,72,46,65,,,,,,,,,,,,,,,,,,,,60,70,40,72,55,,62,56,60,66,68,57,,72,,58,58,53,52,,66,67,72,,,,,,,,,,,,,,,,,,60,61,,60,70,61,52,54,60,62,49,57,64,70,,,,,,,,,,,,,,,,,68,3.847682119,Second Class Upper
Female,21,kwara,UTME,53,88,60,76,70,61,57,55,73,51,57,56,,62,,40,50,44,,,,60,,,,,81,45,58,44,57,,,,62,51,51,70,70,59,62,40,55,64,46,42,,,,,,,,,,,,,,,,,,,,60,72,40,70,41,,56,56,52,66,62,66,,41,,56,,40,50,47,66,65,46,,,,,,,,,,,,,,,,,,76,65,,55,54,58,40,50,55,50,53,44,62,30,,,,,,,,,,,,,,,,,60,3.039215686,Second Class Lower
Male,19,osun,UTME,51,88,56,70,61,54,62,61,68,65,64,56,,66,,80,47,64,,,,73,,,,,82,68,51,48,66,,,,55,47,61,55,65,59,46,43,54,62,50,59,,,,,,,,,,,,,,,,,,,,65,68,46,76,47,,58,66,51,65,60,73,,54,,54,,,62,,72,81,54,,,,,,,,,,,,,,,,,,76,57,,51,74,67,42,61,56,51,86,53,63,52,,,,,,,,,,,,,,,,,66,3.39869281,Second Class Lower
Male,20,ekiti,UTME,62,90,51,62,61,68,64,67,65,65,55,52,,62,,58,54,62,,,,70,,,,,63,52,57,53,60,,,,60,57,56,63,61,63,61,64,54,60,40,48,,,,,,,,,,,,,,,,,,,,56,47,43,74,55,,58,60,68,66,55,68,,72,60,57,,50,57,,64,62,40,,,,,,,,,,,,,,,,,,70,53,,55,68,67,40,50,57,65,50,50,64,71,,,,,,,,,,,,,,,,,65,3.385620915,Second Class Lower
